# t[days] Lbol[erg/s]
0.51724 1.78706e+40
1.03448 1.25426e+41
1.55172 1.25426e+41
2.06897 9.73120e+40
2.58621 8.95410e+40
3.10345 7.84815e+40
3.62069 6.69634e+40
4.13793 5.82589e+40
4.65517 5.40772e+40
5.17241 4.97249e+40
5.68966 4.26749e+40
6.20690 3.76931e+40
6.72414 3.18947e+40
7.24138 3.17090e+40
7.75862 2.68005e+40
8.27586 2.48157e+40
8.79310 2.05857e+40
9.31034 1.74276e+40
9.82759 1.66818e+40
10.34483 1.59678e+40
10.86207 1.52845e+40
11.37931 1.46304e+40
11.89655 1.40042e+40
12.41379 1.34049e+40
12.93103 1.28312e+40
13.44828 1.22821e+40
13.96552 1.17565e+40
14.48276 1.12533e+40
15.00000 1.07717e+40
