# t[days] u g r i z y J H K
0.51724 -13.333 -14.490 -14.901 -15.344 -15.220 -15.273 -14.830 -14.617 -13.780 
1.03448 -13.333 -14.490 -15.090 -15.771 -15.967 -16.152 -15.830 -15.558 -15.123 
1.55172 -12.013 -13.887 -15.090 -15.771 -15.967 -16.152 -15.951 -15.800 -15.458 
2.06897 -10.662 -13.030 -14.473 -15.256 -15.643 -15.828 -15.951 -15.800 -15.462 
2.58621 -8.700 -11.759 -13.574 -14.661 -15.155 -15.421 -15.621 -15.672 -15.462 
3.10345 -6.778 -10.615 -12.673 -13.795 -14.448 -14.790 -15.115 -15.190 -15.134 
3.62069 -5.739 -9.741 -11.859 -13.081 -13.826 -14.086 -14.591 -14.831 -14.869 
4.13793 -3.663 -8.889 -10.985 -12.331 -13.084 -13.513 -14.116 -14.454 -14.511 
4.65517 -3.137 -7.801 -10.152 -11.576 -12.525 -12.928 -13.707 -14.111 -14.208 
5.17241 -1.621 -6.612 -9.432 -11.087 -11.929 -12.473 -13.336 -13.777 -13.995 
5.68966 0.323 -5.792 -8.888 -10.372 -11.332 -11.896 -12.950 -13.513 -13.796 
6.20690 1.743 -4.585 -7.869 -9.592 -10.770 -11.353 -12.485 -13.140 -13.515 
6.72414 3.163 -4.297 -7.244 -9.120 -10.325 -10.888 -12.144 -12.895 -13.242 
7.24138 4.583 -2.369 -6.756 -8.525 -9.697 -10.438 -11.766 -12.653 -13.189 
7.75862 6.003 -1.445 -6.098 -7.951 -9.170 -9.811 -11.350 -12.273 -13.019 
8.27586 7.423 2.511 -4.317 -7.454 -8.636 -9.658 -10.926 -12.115 -12.704 
8.79310 8.843 4.172 -4.070 -6.392 -8.263 -8.994 -10.710 -11.901 -12.637 
9.31034 10.263 5.833 -3.749 -6.087 -7.846 -8.599 -10.008 -11.712 -12.427 
9.82759 11.683 7.493 -3.049 -6.037 -7.451 -8.120 -9.946 -11.435 -12.251 
10.34483 13.103 9.154 -2.495 -4.868 -6.579 -7.622 -9.766 -10.987 -12.042 
10.86207 14.523 10.814 -1.489 -4.359 -6.093 -7.286 -9.200 -10.886 -11.787 
11.37931 15.943 12.475 0.736 -3.591 -5.677 -6.352 -8.940 -10.494 -11.714 
11.89655 17.363 14.135 1.697 -3.232 -4.417 -6.277 -8.391 -10.251 -11.519 
12.41379 18.784 15.796 2.658 -3.039 -3.944 -5.829 -8.171 -9.843 -11.138 
12.93103 20.204 17.457 3.619 -2.452 -3.885 -4.990 -7.891 -9.324 -10.936 
13.44828 21.624 19.117 4.580 -2.452 -3.140 -4.361 -7.367 -9.149 -10.644 
13.96552 23.044 20.778 5.541 -1.867 -2.468 -4.361 -7.283 -9.027 -10.300 
14.48276 24.464 22.438 6.502 -1.283 -1.906 -2.820 -6.610 -8.680 -10.016 
15.00000 24.464 22.438 6.502 -0.700 -1.906 -0.647 -6.191 -8.025 -9.582 
