# t[days] Lbol[erg/s]
0.51724 1.54122e+41
1.03448 2.29071e+41
1.55172 2.29071e+41
2.06897 1.30611e+41
2.58621 7.69222e+40
3.10345 4.72930e+40
3.62069 2.92357e+40
4.13793 2.00137e+40
4.65517 1.49598e+40
5.17241 1.13009e+40
5.68966 9.33956e+39
6.20690 7.54211e+39
6.72414 6.24239e+39
7.24138 5.55075e+39
7.75862 4.67170e+39
8.27586 3.98788e+39
8.79310 3.46536e+39
9.31034 3.02525e+39
9.82759 2.70035e+39
10.34483 2.41034e+39
10.86207 2.15148e+39
11.37931 1.92042e+39
11.89655 1.71417e+39
12.41379 1.53008e+39
12.93103 1.36575e+39
13.44828 1.21907e+39
13.96552 1.08815e+39
14.48276 9.71287e+38
15.00000 8.66974e+38
