# t[days] Lbol[erg/s]
0.51724 3.17886e+41
1.03448 6.22378e+41
1.55172 8.28514e+41
2.06897 8.28514e+41
2.58621 6.84495e+41
3.10345 5.99261e+41
3.62069 4.87357e+41
4.13793 3.84210e+41
4.65517 3.09550e+41
5.17241 2.44521e+41
5.68966 1.98303e+41
6.20690 1.59300e+41
6.72414 1.31013e+41
7.24138 1.12868e+41
7.75862 9.19709e+40
8.27586 7.67203e+40
8.79310 6.65775e+40
9.31034 5.69541e+40
9.82759 4.87954e+40
10.34483 4.18055e+40
10.86207 3.58169e+40
11.37931 3.06861e+40
11.89655 2.62903e+40
12.41379 2.25243e+40
12.93103 1.92977e+40
13.44828 1.65333e+40
13.96552 1.41649e+40
14.48276 1.21358e+40
15.00000 1.03973e+40
