# t[days] Lbol[erg/s]
0.51724 4.04867e+40
1.03448 6.59261e+40
1.55172 6.59261e+40
2.06897 4.94168e+40
2.58621 3.50455e+40
3.10345 2.35198e+40
3.62069 1.73959e+40
4.13793 1.28401e+40
4.65517 9.30594e+39
5.17241 7.80042e+39
5.68966 6.59241e+39
6.20690 5.46052e+39
6.72414 4.55509e+39
7.24138 3.95043e+39
7.75862 3.55229e+39
8.27586 3.18008e+39
8.79310 2.71238e+39
9.31034 2.51198e+39
9.82759 2.19572e+39
10.34483 1.91927e+39
10.86207 1.67763e+39
11.37931 1.46641e+39
11.89655 1.28179e+39
12.41379 1.12041e+39
12.93103 9.79345e+38
13.44828 8.56043e+38
13.96552 7.48265e+38
14.48276 6.54056e+38
15.00000 5.71709e+38
