# t[days] Lbol[erg/s]
0.51724 1.45927e+41
1.03448 2.82337e+41
1.55172 3.91303e+41
2.06897 4.01410e+41
2.58621 4.01410e+41
3.10345 3.13508e+41
3.62069 2.30076e+41
4.13793 1.74838e+41
4.65517 1.34715e+41
5.17241 1.04535e+41
5.68966 8.40726e+40
6.20690 6.58517e+40
6.72414 5.41156e+40
7.24138 4.43686e+40
7.75862 3.80173e+40
8.27586 3.12208e+40
8.79310 2.62620e+40
9.31034 2.26771e+40
9.82759 1.96418e+40
10.34483 1.70128e+40
10.86207 1.47357e+40
11.37931 1.27634e+40
11.89655 1.10550e+40
12.41379 9.57535e+39
12.93103 8.29372e+39
13.44828 7.18363e+39
13.96552 6.22212e+39
14.48276 5.38931e+39
15.00000 4.66797e+39
