# t[days] Lbol[erg/s]
0.51724 1.04686e+41
1.03448 2.18141e+41
1.55172 2.20204e+41
2.06897 2.20204e+41
2.58621 2.05472e+41
3.10345 1.55082e+41
3.62069 1.22064e+41
4.13793 9.13413e+40
4.65517 7.48988e+40
5.17241 5.53879e+40
5.68966 4.45795e+40
6.20690 3.55574e+40
6.72414 2.84010e+40
7.24138 2.30028e+40
7.75862 1.97029e+40
8.27586 1.64701e+40
8.79310 1.35077e+40
9.31034 1.22639e+40
9.82759 1.02757e+40
10.34483 8.60983e+39
10.86207 7.21402e+39
11.37931 6.04449e+39
11.89655 5.06457e+39
12.41379 4.24351e+39
12.93103 3.55556e+39
13.44828 2.97914e+39
13.96552 2.49616e+39
14.48276 2.09149e+39
15.00000 1.75242e+39
