# t[days] Lbol[erg/s]
0.51724 1.00570e+41
1.03448 2.54142e+41
1.55172 3.65184e+41
2.06897 3.65184e+41
2.58621 2.88529e+41
3.10345 2.69254e+41
3.62069 2.35537e+41
4.13793 1.86394e+41
4.65517 1.45209e+41
5.17241 1.09044e+41
5.68966 8.83996e+40
6.20690 7.00452e+40
6.72414 5.78387e+40
7.24138 4.63301e+40
7.75862 4.10203e+40
8.27586 3.52191e+40
8.79310 2.92926e+40
9.31034 2.53926e+40
9.82759 2.12939e+40
10.34483 1.78568e+40
10.86207 1.49745e+40
11.37931 1.25574e+40
11.89655 1.05305e+40
12.41379 8.83073e+39
12.93103 7.40533e+39
13.44828 6.21002e+39
13.96552 5.20764e+39
14.48276 4.36706e+39
15.00000 3.66216e+39
