# t[days] Lbol[erg/s]
0.51724 3.50505e+40
1.03448 3.50505e+40
1.55172 1.13848e+40
2.06897 6.63455e+39
2.58621 3.76013e+39
3.10345 2.53351e+39
3.62069 1.71140e+39
4.13793 1.30744e+39
4.65517 1.06762e+39
5.17241 8.23647e+38
5.68966 6.36782e+38
6.20690 5.27510e+38
6.72414 4.40509e+38
7.24138 3.65087e+38
7.75862 3.12058e+38
8.27586 2.53507e+38
8.79310 2.23747e+38
9.31034 1.91903e+38
9.82759 1.70307e+38
10.34483 1.51141e+38
10.86207 1.34133e+38
11.37931 1.19038e+38
11.89655 1.05642e+38
12.41379 9.37537e+37
12.93103 8.32032e+37
13.44828 7.38399e+37
13.96552 6.55303e+37
14.48276 5.81559e+37
15.00000 5.16113e+37
