# t[days] Lbol[erg/s]
0.51724 3.03521e+40
1.03448 4.77470e+40
1.55172 6.31615e+40
2.06897 6.31615e+40
2.58621 4.37293e+40
3.10345 3.33261e+40
3.62069 2.16212e+40
4.13793 1.51495e+40
4.65517 1.19542e+40
5.17241 9.11178e+39
5.68966 7.22364e+39
6.20690 5.81177e+39
6.72414 4.94956e+39
7.24138 4.25688e+39
7.75862 3.48081e+39
8.27586 2.92573e+39
8.79310 2.77147e+39
9.31034 2.38710e+39
9.82759 2.27042e+39
10.34483 2.15945e+39
10.86207 2.05389e+39
11.37931 1.95350e+39
11.89655 1.85802e+39
12.41379 1.76720e+39
12.93103 1.68082e+39
13.44828 1.59866e+39
13.96552 1.52052e+39
14.48276 1.44620e+39
15.00000 1.37551e+39
