# t[days] Lbol[erg/s]
0.51724 4.91646e+40
1.03448 1.73624e+41
1.55172 1.98179e+41
2.06897 1.98179e+41
2.58621 1.29887e+41
3.10345 7.49963e+40
3.62069 4.57696e+40
4.13793 3.07745e+40
4.65517 2.35087e+40
5.17241 1.81333e+40
5.68966 1.54271e+40
6.20690 1.21931e+40
6.72414 9.95894e+39
7.24138 8.69018e+39
7.75862 7.18282e+39
8.27586 6.42472e+39
8.79310 5.52255e+39
9.31034 4.94942e+39
9.82759 4.36081e+39
10.34483 3.84220e+39
10.86207 3.38527e+39
11.37931 2.98268e+39
11.89655 2.62796e+39
12.41379 2.31543e+39
12.93103 2.04007e+39
13.44828 1.79746e+39
13.96552 1.58370e+39
14.48276 1.39535e+39
15.00000 1.22941e+39
