# t[days] Lbol[erg/s]
0.51724 3.94145e+40
1.03448 8.43229e+40
1.55172 7.22680e+40
2.06897 1.13656e+41
2.58621 7.22680e+40
3.10345 5.73081e+40
3.62069 4.03955e+40
4.13793 2.89742e+40
4.65517 1.75489e+40
5.17241 1.74918e+40
5.68966 8.57746e+39
6.20690 6.88073e+39
6.72414 3.74326e+39
7.24138 2.60580e+39
7.75862 2.50576e+39
8.27586 1.30098e+39
8.79310 9.47192e+38
9.31034 8.80363e+38
9.82759 8.20642e+38
10.34483 7.11000e+38
10.86207 6.16007e+38
11.37931 5.33705e+38
11.89655 4.62399e+38
12.41379 4.00620e+38
12.93103 3.47095e+38
13.44828 3.00721e+38
13.96552 2.60543e+38
14.48276 2.25733e+38
15.00000 1.95574e+38
