# t[days] u g r i z y J H K
0.51724 -12.713 -13.088 -12.785 -12.583 -13.393 -12.599 -11.595 -9.400 -11.183 
1.03448 -12.713 -13.088 -13.503 -14.118 -14.235 -14.157 -14.058 -13.603 -12.408 
1.55172 -11.609 -12.740 -13.503 -14.118 -14.235 -14.188 -14.218 -13.980 -13.539 
2.06897 -10.054 -11.891 -13.130 -13.852 -14.170 -14.188 -14.256 -13.985 -13.983 
2.58621 -8.745 -11.037 -12.787 -13.624 -13.961 -14.046 -14.256 -14.225 -14.192 
3.10345 -7.068 -10.302 -12.079 -13.261 -13.527 -13.785 -14.139 -14.225 -14.192 
3.62069 -5.423 -9.387 -11.498 -12.679 -13.213 -13.461 -13.967 -14.180 -14.162 
4.13793 -3.563 -8.390 -10.866 -12.041 -12.681 -13.068 -13.609 -14.028 -14.061 
4.65517 -3.563 -7.881 -10.023 -11.492 -12.255 -12.589 -13.287 -13.721 -13.809 
5.17241 -3.082 -6.434 -9.405 -10.897 -11.711 -12.070 -12.831 -13.542 -13.564 
5.68966 0.236 -5.398 -8.679 -10.445 -11.207 -11.645 -12.561 -13.240 -13.524 
6.20690 1.697 -5.163 -7.557 -9.472 -10.724 -11.274 -12.127 -13.034 -13.330 
6.72414 3.158 -4.235 -7.548 -9.161 -10.199 -10.635 -11.853 -12.742 -13.215 
7.24138 4.618 -1.265 -6.841 -8.451 -9.561 -9.927 -11.625 -12.508 -13.069 
7.75862 6.079 0.345 -4.786 -7.832 -9.223 -9.836 -11.214 -12.209 -12.788 
8.27586 7.540 1.701 -4.532 -7.076 -8.556 -9.350 -10.902 -11.868 -12.673 
8.79310 9.001 3.057 -3.654 -7.066 -8.555 -8.875 -10.488 -11.790 -12.463 
9.31034 10.462 4.413 -3.654 -5.754 -7.338 -8.663 -10.047 -11.494 -12.274 
9.82759 11.923 5.769 -2.495 -5.580 -6.705 -7.967 -9.613 -11.137 -12.077 
10.34483 13.384 7.125 8.708 -4.175 -5.925 -7.722 -9.583 -10.824 -11.978 
10.86207 14.845 8.481 11.407 -3.003 -5.925 -7.004 -9.102 -10.661 -11.776 
11.37931 16.305 9.837 14.106 -1.236 -5.247 -6.405 -8.867 -10.366 -11.622 
11.89655 17.766 11.193 16.805 -1.236 -5.008 -5.784 -8.180 -10.148 -11.120 
12.41379 19.227 12.549 19.503 -1.030 -4.730 -5.784 -7.897 -9.778 -10.917 
12.93103 20.688 13.905 22.202 13.280 -2.099 -4.504 -7.549 -9.302 -10.692 
13.44828 22.149 15.261 24.901 16.771 3.121 -4.502 -6.899 -8.714 -10.342 
13.96552 23.610 16.617 27.600 20.262 4.930 -4.160 -6.326 -8.691 -10.146 
14.48276 25.071 17.972 30.299 23.753 6.739 -3.481 -5.538 -8.026 -9.796 
15.00000 25.071 17.972 30.299 23.753 6.739 -0.167 -5.361 -7.823 -9.545 
