# t[days] Lbol[erg/s]
0.51724 4.89746e+40
1.03448 1.92323e+41
1.55172 1.92323e+41
2.06897 1.73815e+41
2.58621 1.71786e+41
3.10345 1.41270e+41
3.62069 1.40772e+41
4.13793 1.26787e+41
4.65517 1.21763e+41
5.17241 1.04812e+41
5.68966 9.91542e+40
6.20690 8.74354e+40
6.72414 7.77148e+40
7.24138 6.45761e+40
7.75862 5.78491e+40
8.27586 5.33623e+40
8.79310 4.95944e+40
9.31034 4.35542e+40
9.82759 3.90074e+40
10.34483 3.49353e+40
10.86207 3.12883e+40
11.37931 2.80221e+40
11.89655 2.50968e+40
12.41379 2.24769e+40
12.93103 2.01304e+40
13.44828 1.80290e+40
13.96552 1.61469e+40
14.48276 1.44613e+40
15.00000 1.29516e+40
