# t[days] Lbol[erg/s]
0.51724 1.76217e+41
1.03448 5.86447e+41
1.55172 5.89260e+41
2.06897 5.89260e+41
2.58621 5.88134e+41
3.10345 5.34214e+41
3.62069 4.60466e+41
4.13793 3.86517e+41
4.65517 3.23036e+41
5.17241 2.56677e+41
5.68966 2.17414e+41
6.20690 1.82056e+41
6.72414 1.50890e+41
7.24138 1.26099e+41
7.75862 1.12622e+41
8.27586 9.34450e+40
8.79310 7.93437e+40
9.31034 7.10457e+40
9.82759 6.26734e+40
10.34483 5.52877e+40
10.86207 4.87724e+40
11.37931 4.30248e+40
11.89655 3.79546e+40
12.41379 3.34819e+40
12.93103 2.95362e+40
13.44828 2.60556e+40
13.96552 2.29851e+40
14.48276 2.02764e+40
15.00000 1.78870e+40
