# t[days] u g r i z y J H K
0.51724 -13.733 -14.065 -14.408 -14.554 -14.277 -14.503 -13.936 -13.231 -13.146 
1.03448 -13.733 -14.986 -15.550 -15.613 -15.834 -15.733 -15.574 -15.091 -14.581 
1.55172 -13.577 -14.986 -15.550 -15.924 -16.245 -16.316 -16.246 -15.976 -15.591 
2.06897 -12.581 -14.338 -15.404 -15.924 -16.245 -16.316 -16.246 -15.976 -15.591 
2.58621 -11.345 -13.497 -14.767 -15.432 -15.826 -16.000 -15.952 -15.672 -15.470 
3.10345 -10.434 -12.805 -14.276 -15.115 -15.509 -15.643 -15.669 -15.593 -15.290 
3.62069 -8.867 -11.897 -13.487 -14.440 -14.972 -15.160 -15.329 -15.184 -15.009 
4.13793 -8.671 -11.324 -12.974 -13.931 -14.626 -14.743 -14.927 -14.904 -14.798 
4.65517 -7.222 -10.596 -12.419 -13.502 -14.077 -14.397 -14.690 -14.674 -14.610 
5.17241 -6.412 -9.709 -11.797 -13.053 -13.661 -13.997 -14.366 -14.435 -14.459 
5.68966 -4.734 -9.130 -11.220 -12.483 -13.284 -13.676 -14.010 -14.114 -14.160 
6.20690 -4.734 -8.361 -10.607 -12.061 -12.801 -13.238 -13.664 -13.897 -13.939 
6.72414 -3.866 -7.886 -10.212 -11.591 -12.413 -12.909 -13.354 -13.675 -13.792 
7.24138 -3.396 -7.336 -9.728 -11.231 -12.072 -12.649 -13.141 -13.509 -13.574 
7.75862 -2.033 -6.785 -9.158 -10.869 -11.796 -12.241 -12.917 -13.313 -13.402 
8.27586 -1.813 -6.204 -8.838 -10.594 -11.453 -11.977 -12.759 -13.188 -13.355 
8.79310 0.354 -5.767 -8.475 -10.133 -11.094 -11.699 -12.512 -13.039 -13.251 
9.31034 1.198 -5.168 -7.927 -9.823 -10.819 -11.414 -12.333 -12.827 -13.034 
9.82759 2.042 -4.401 -7.540 -9.345 -10.446 -11.106 -12.081 -12.651 -12.960 
10.34483 2.886 -4.033 -6.943 -9.111 -10.245 -10.986 -11.833 -12.545 -12.801 
10.86207 3.730 -4.008 -6.878 -8.799 -9.819 -10.627 -11.606 -12.352 -12.760 
11.37931 4.573 -3.493 -6.561 -8.425 -9.607 -10.247 -11.443 -12.195 -12.655 
11.89655 5.417 -3.212 -5.953 -8.086 -9.395 -10.060 -11.210 -12.029 -12.505 
12.41379 6.261 -2.015 -5.617 -7.741 -9.003 -9.674 -11.027 -11.938 -12.425 
12.93103 7.105 -1.929 -5.188 -7.581 -8.755 -9.557 -10.830 -11.839 -12.326 
13.44828 7.949 -0.725 -5.188 -7.164 -8.353 -9.159 -10.601 -11.617 -12.227 
13.96552 8.793 -0.416 -4.920 -6.938 -8.151 -9.026 -10.385 -11.432 -12.104 
14.48276 9.637 1.533 -4.116 -6.706 -7.503 -8.746 -10.178 -11.291 -11.999 
15.00000 9.637 1.533 -3.033 -5.853 -7.222 -8.358 -9.788 -11.048 -11.757 
