# t[days] Lbol[erg/s]
0.51724 7.02711e+40
1.03448 7.02711e+40
1.55172 2.12101e+40
2.06897 9.58163e+39
2.58621 5.48205e+39
3.10345 3.59858e+39
3.62069 2.47112e+39
4.13793 1.88107e+39
4.65517 1.47467e+39
5.17241 1.19715e+39
5.68966 9.74269e+38
6.20690 8.14609e+38
6.72414 6.80490e+38
7.24138 5.82834e+38
7.75862 4.94411e+38
8.27586 4.38050e+38
8.79310 3.72344e+38
9.31034 3.40611e+38
9.82759 3.03058e+38
10.34483 2.69646e+38
10.86207 2.39918e+38
11.37931 2.13467e+38
11.89655 1.89932e+38
12.41379 1.68992e+38
12.93103 1.50360e+38
13.44828 1.33783e+38
13.96552 1.19033e+38
14.48276 1.05910e+38
15.00000 9.42334e+37
