# t[days] Lbol[erg/s]
0.51724 3.61997e+40
1.03448 8.11801e+40
1.55172 8.11801e+40
2.06897 5.36198e+40
2.58621 3.46477e+40
3.10345 2.18559e+40
3.62069 1.49500e+40
4.13793 1.10743e+40
4.65517 8.85053e+39
5.17241 7.17352e+39
5.68966 6.06515e+39
6.20690 5.06580e+39
6.72414 4.34593e+39
7.24138 3.95070e+39
7.75862 3.38549e+39
8.27586 2.93753e+39
8.79310 2.61995e+39
9.31034 2.39029e+39
9.82759 2.20579e+39
10.34483 2.03552e+39
10.86207 1.87840e+39
11.37931 1.73341e+39
11.89655 1.59961e+39
12.41379 1.47614e+39
12.93103 1.36219e+39
13.44828 1.25705e+39
13.96552 1.16002e+39
14.48276 1.07048e+39
15.00000 9.87846e+38
