# t[days] Lbol[erg/s]
0.51724 2.13267e+41
1.03448 4.26050e+41
1.55172 6.34005e+41
2.06897 6.34005e+41
2.58621 5.03247e+41
3.10345 3.00322e+41
3.62069 1.79767e+41
4.13793 1.15945e+41
4.65517 8.51000e+40
5.17241 6.58249e+40
5.68966 5.46228e+40
6.20690 4.45239e+40
6.72414 3.87966e+40
7.24138 3.30340e+40
7.75862 2.66907e+40
8.27586 2.38771e+40
8.79310 2.03809e+40
9.31034 1.84036e+40
9.82759 1.61324e+40
10.34483 1.41415e+40
10.86207 1.23963e+40
11.37931 1.08665e+40
11.89655 9.52547e+39
12.41379 8.34994e+39
12.93103 7.31947e+39
13.44828 6.41618e+39
13.96552 5.62436e+39
14.48276 4.93026e+39
15.00000 4.32182e+39
