# t[days] u g r i z y J H K
0.51724 -10.167 -10.190 -10.518 -11.802 -11.746 -11.788 -11.470 -9.864 -7.967 
1.03448 -12.021 -12.427 -12.816 -13.107 -13.453 -13.074 -11.934 -12.748 -11.533 
1.55172 -12.021 -12.427 -12.816 -13.107 -13.453 -13.229 -12.867 -12.766 -12.116 
2.06897 -11.302 -11.813 -12.446 -12.828 -13.227 -13.155 -13.100 -12.854 -12.743 
2.58621 -10.322 -11.245 -11.923 -12.551 -12.929 -13.155 -13.102 -12.980 -12.877 
3.10345 -9.424 -10.504 -11.506 -12.287 -12.892 -13.068 -13.100 -12.980 -12.804 
3.62069 -8.475 -9.975 -11.101 -12.068 -12.528 -12.672 -12.831 -12.968 -12.853 
4.13793 -7.503 -9.108 -10.498 -11.797 -12.272 -12.653 -12.605 -12.759 -12.817 
4.65517 -6.661 -8.536 -10.381 -11.520 -11.939 -12.141 -12.477 -12.742 -12.817 
5.17241 -5.751 -7.831 -9.746 -11.057 -11.703 -12.138 -12.276 -12.503 -12.764 
5.68966 -4.817 -7.403 -9.370 -10.550 -11.397 -11.611 -12.201 -12.433 -12.622 
6.20690 -3.931 -6.633 -8.913 -10.317 -11.218 -11.503 -11.931 -12.294 -12.591 
6.72414 -3.165 -6.019 -8.340 -10.072 -10.843 -11.357 -11.756 -12.101 -12.404 
7.24138 -2.536 -5.529 -8.010 -9.633 -10.444 -10.857 -11.550 -11.883 -12.150 
7.75862 -1.326 -5.420 -7.774 -9.378 -10.239 -10.451 -11.370 -11.755 -12.013 
8.27586 -0.029 -4.265 -7.106 -8.986 -9.780 -10.251 -11.002 -11.628 -11.845 
8.79310 0.179 -3.688 -6.775 -8.467 -9.631 -10.152 -10.844 -11.490 -11.703 
9.31034 1.001 -3.598 -6.100 -8.331 -9.464 -9.796 -10.837 -11.385 -11.693 
9.82759 1.822 -2.919 -5.624 -7.974 -8.991 -9.590 -10.504 -11.143 -11.591 
10.34483 2.644 -2.559 -5.476 -7.353 -8.736 -9.440 -10.323 -11.013 -11.557 
10.86207 3.466 -2.226 -5.278 -7.324 -8.624 -9.126 -10.108 -10.947 -11.438 
11.37931 4.288 -2.032 -4.944 -7.133 -8.230 -8.761 -10.045 -10.736 -11.316 
11.89655 5.110 -1.397 -4.419 -6.530 -7.906 -8.689 -9.817 -10.633 -11.193 
12.41379 5.932 -0.120 -4.370 -6.372 -7.604 -8.373 -9.619 -10.466 -11.099 
12.93103 6.754 1.923 -3.777 -5.996 -7.400 -8.213 -9.384 -10.334 -11.005 
13.44828 7.576 2.820 -3.453 -5.719 -7.066 -7.967 -8.997 -10.053 -10.736 
13.96552 8.398 3.716 -2.525 -4.799 -6.453 -7.276 -8.720 -9.823 -10.485 
14.48276 9.220 4.613 -2.013 -4.189 -6.007 -6.655 -8.327 -9.300 -10.083 
15.00000 9.220 4.613 -0.945 -3.820 -5.208 -6.124 -7.732 -9.062 -9.793 
