# t[days] Lbol[erg/s]
1.22449 6.45810e+41
1.42857 6.45810e+41
1.63265 5.79668e+41
1.83673 5.08515e+41
2.04082 4.51522e+41
2.24490 3.93312e+41
2.44898 3.49112e+41
2.65306 3.11155e+41
2.85714 2.81289e+41
3.06122 2.52527e+41
3.26531 2.33220e+41
3.46939 2.10969e+41
3.67347 1.93041e+41
3.87755 1.78127e+41
4.08163 1.63041e+41
4.28571 1.50017e+41
4.48980 1.42576e+41
4.69388 1.31534e+41
4.89796 1.21466e+41
5.10204 1.12651e+41
5.30612 1.04472e+41
5.51020 9.81743e+40
5.71429 9.03440e+40
5.91837 8.48560e+40
