# t[days] Lbol[erg/s]
1.22449 1.59239e+41
1.42857 1.59239e+41
1.63265 1.36085e+41
1.83673 1.13032e+41
2.04082 1.00143e+41
2.24490 8.73014e+40
2.44898 8.15308e+40
2.65306 7.32670e+40
2.85714 6.26456e+40
3.06122 6.00183e+40
3.26531 5.37954e+40
3.46939 5.04097e+40
3.67347 4.51724e+40
3.87755 4.17655e+40
4.08163 3.85481e+40
4.28571 3.41118e+40
4.48980 3.37515e+40
4.69388 3.02357e+40
4.89796 2.88205e+40
5.10204 2.62142e+40
5.30612 2.34129e+40
5.51020 2.27511e+40
5.71429 2.20427e+40
5.91837 2.00461e+40
