# t[days] Lbol[erg/s]
1.22449 1.00250e+42
1.42857 1.00250e+42
1.63265 9.48020e+41
1.83673 8.93400e+41
2.04082 8.43174e+41
2.24490 7.83836e+41
2.44898 7.21325e+41
2.65306 6.65539e+41
2.85714 6.11732e+41
3.06122 5.63298e+41
3.26531 5.13374e+41
3.46939 4.73251e+41
3.67347 4.34726e+41
3.87755 4.04327e+41
4.08163 3.65168e+41
4.28571 3.39748e+41
4.48980 3.13259e+41
4.69388 2.92051e+41
4.89796 2.67160e+41
5.10204 2.49132e+41
5.30612 2.29280e+41
5.51020 2.16597e+41
5.71429 2.01932e+41
5.91837 1.86270e+41
