# t[days] Lbol[erg/s]
1.22449 6.61434e+41
1.42857 6.61434e+41
1.63265 5.78177e+41
1.83673 5.01738e+41
2.04082 4.40574e+41
2.24490 3.87618e+41
2.44898 3.45779e+41
2.65306 3.06378e+41
2.85714 2.76706e+41
3.06122 2.51593e+41
3.26531 2.26951e+41
3.46939 2.07044e+41
3.67347 1.89497e+41
3.87755 1.74292e+41
4.08163 1.59093e+41
4.28571 1.51564e+41
4.48980 1.36962e+41
4.69388 1.26731e+41
4.89796 1.16457e+41
5.10204 1.09770e+41
5.30612 9.91130e+40
5.51020 9.65256e+40
5.71429 8.87830e+40
5.91837 8.11616e+40
