# t[days] Lbol[erg/s]
1.22449 1.49846e+41
1.42857 1.49846e+41
1.63265 1.31827e+41
1.83673 1.09397e+41
2.04082 9.91166e+40
2.24490 8.47871e+40
2.44898 8.14891e+40
2.65306 6.94502e+40
2.85714 6.07353e+40
3.06122 5.83518e+40
3.26531 5.25940e+40
3.46939 4.90663e+40
3.67347 4.30624e+40
3.87755 4.14764e+40
4.08163 3.74083e+40
4.28571 3.28812e+40
4.48980 3.24890e+40
4.69388 2.89621e+40
4.89796 2.77600e+40
5.10204 2.50579e+40
5.30612 2.28249e+40
5.51020 2.15236e+40
5.71429 2.04622e+40
5.91837 1.90042e+40
