# t[days] Lbol[erg/s]
1.22449 4.04295e+41
1.42857 4.04295e+41
1.63265 3.47593e+41
1.83673 2.96583e+41
2.04082 2.61098e+41
2.24490 2.29909e+41
2.44898 2.01777e+41
2.65306 1.83039e+41
2.85714 1.66474e+41
3.06122 1.47940e+41
3.26531 1.37939e+41
3.46939 1.27125e+41
3.67347 1.14657e+41
3.87755 1.06563e+41
4.08163 9.81614e+40
4.28571 9.04317e+40
4.48980 8.39391e+40
4.69388 7.79563e+40
4.89796 7.26435e+40
5.10204 6.67770e+40
5.30612 6.26195e+40
5.51020 5.83989e+40
5.71429 5.40403e+40
5.91837 5.02880e+40
