# t[days] Lbol[erg/s]
1.22449 8.66265e+41
1.42857 8.66265e+41
1.63265 8.01610e+41
1.83673 7.41222e+41
2.04082 6.69947e+41
2.24490 6.10554e+41
2.44898 5.49623e+41
2.65306 4.95427e+41
2.85714 4.45606e+41
3.06122 4.02311e+41
3.26531 3.61362e+41
3.46939 3.26117e+41
3.67347 2.98056e+41
3.87755 2.71680e+41
4.08163 2.47450e+41
4.28571 2.26113e+41
4.48980 2.10430e+41
4.69388 1.95478e+41
4.89796 1.79994e+41
5.10204 1.67599e+41
5.30612 1.54528e+41
5.51020 1.45883e+41
5.71429 1.33329e+41
5.91837 1.26143e+41
