# t[days] Lbol[erg/s]
1.22449 8.23257e+41
1.42857 8.23257e+41
1.63265 7.71582e+41
1.83673 7.18392e+41
2.04082 6.77331e+41
2.24490 6.24714e+41
2.44898 5.72111e+41
2.65306 5.25661e+41
2.85714 4.80662e+41
3.06122 4.35254e+41
3.26531 4.01418e+41
3.46939 3.67231e+41
3.67347 3.35802e+41
3.87755 3.08138e+41
4.08163 2.82993e+41
4.28571 2.62159e+41
4.48980 2.41506e+41
4.69388 2.23933e+41
4.89796 2.10461e+41
5.10204 1.95410e+41
5.30612 1.79800e+41
5.51020 1.68341e+41
5.71429 1.57957e+41
5.91837 1.47282e+41
