# t[days] u g r i z y J H K
1.22449 -14.513 -15.548 -16.037 -16.126 -15.727 -15.139 -13.920 -13.476 -12.941 
1.42857 -14.513 -15.548 -16.037 -16.126 -15.727 -15.139 -13.920 -13.476 -13.089 
1.63265 -14.306 -15.439 -15.970 -16.039 -15.571 -14.988 -13.836 -13.430 -13.089 
1.83673 -14.068 -15.272 -15.865 -15.926 -15.464 -14.714 -13.727 -13.410 -13.023 
2.04082 -13.888 -15.190 -15.794 -15.794 -15.314 -14.464 -13.538 -13.324 -12.786 
2.24490 -13.719 -15.066 -15.681 -15.679 -15.095 -14.342 -13.381 -13.267 -12.991 
2.44898 -13.497 -14.930 -15.561 -15.511 -14.953 -14.213 -13.225 -13.150 -12.791 
2.65306 -13.337 -14.813 -15.462 -15.386 -14.802 -14.062 -13.149 -12.999 -12.791 
2.85714 -13.115 -14.671 -15.339 -15.276 -14.620 -13.976 -13.023 -12.899 -12.791 
3.06122 -12.938 -14.552 -15.224 -15.126 -14.506 -13.839 -13.015 -12.890 -12.795 
3.26531 -12.757 -14.432 -15.109 -15.024 -14.399 -13.681 -12.947 -12.818 -12.884 
3.46939 -12.536 -14.271 -15.018 -14.901 -14.334 -13.601 -12.872 -12.773 -12.884 
3.67347 -12.416 -14.173 -14.908 -14.767 -14.190 -13.580 -12.827 -12.773 -12.925 
3.87755 -12.252 -14.073 -14.775 -14.662 -14.104 -13.497 -12.779 -12.773 -12.925 
4.08163 -12.034 -13.950 -14.708 -14.591 -14.043 -13.399 -12.743 -12.796 -12.879 
4.28571 -11.920 -13.856 -14.589 -14.461 -13.926 -13.330 -12.719 -12.772 -12.854 
4.48980 -11.722 -13.734 -14.523 -14.435 -13.844 -13.273 -12.670 -12.796 -12.839 
4.69388 -11.563 -13.602 -14.415 -14.324 -13.822 -13.246 -12.597 -12.804 -12.854 
4.89796 -11.423 -13.475 -14.328 -14.221 -13.714 -13.246 -12.585 -12.836 -12.839 
5.10204 -11.197 -13.348 -14.216 -14.156 -13.606 -13.127 -12.564 -12.841 -12.860 
5.30612 -11.072 -13.274 -14.130 -14.064 -13.576 -13.076 -12.564 -12.841 -12.879 
5.51020 -10.895 -13.162 -14.020 -13.986 -13.566 -12.985 -12.556 -12.767 -12.893 
5.71429 -10.801 -13.026 -13.933 -13.919 -13.496 -12.976 -12.556 -12.767 -12.879 
5.91837 -10.566 -12.915 -13.846 -13.851 -13.456 -12.960 -12.544 -12.767 -12.864 
