# t[days] Lbol[erg/s]
1.22449 7.73737e+41
1.42857 7.73737e+41
1.63265 7.71752e+41
1.83673 7.32710e+41
2.04082 6.83609e+41
2.24490 6.26380e+41
2.44898 5.85701e+41
2.65306 5.35445e+41
2.85714 5.05445e+41
3.06122 4.66460e+41
3.26531 4.31856e+41
3.46939 3.99455e+41
3.67347 3.67225e+41
3.87755 3.34315e+41
4.08163 3.11312e+41
4.28571 2.82487e+41
4.48980 2.63724e+41
4.69388 2.42940e+41
4.89796 2.25111e+41
5.10204 2.10257e+41
5.30612 1.94405e+41
5.51020 1.81796e+41
5.71429 1.69096e+41
5.91837 1.57968e+41
