# t[days] Lbol[erg/s]
1.22449 4.09275e+41
1.42857 4.09275e+41
1.63265 3.52054e+41
1.83673 3.00062e+41
2.04082 2.64355e+41
2.24490 2.32152e+41
2.44898 2.06909e+41
2.65306 1.85505e+41
2.85714 1.66464e+41
3.06122 1.50515e+41
3.26531 1.37549e+41
3.46939 1.24849e+41
3.67347 1.14111e+41
3.87755 1.04512e+41
4.08163 9.88302e+40
4.28571 9.01857e+40
4.48980 8.31314e+40
4.69388 7.53120e+40
4.89796 6.98631e+40
5.10204 6.63889e+40
5.30612 6.13440e+40
5.51020 5.69690e+40
5.71429 5.30850e+40
5.91837 4.97601e+40
