# t[days] Lbol[erg/s]
1.22449 4.20513e+41
1.42857 4.20513e+41
1.63265 3.56972e+41
1.83673 3.12027e+41
2.04082 2.70171e+41
2.24490 2.34924e+41
2.44898 2.08136e+41
2.65306 1.88436e+41
2.85714 1.70597e+41
3.06122 1.53234e+41
3.26531 1.40698e+41
3.46939 1.27165e+41
3.67347 1.18393e+41
3.87755 1.08495e+41
4.08163 1.00133e+41
4.28571 9.35169e+40
4.48980 8.59644e+40
4.69388 7.95969e+40
4.89796 7.38455e+40
5.10204 6.85700e+40
5.30612 6.41020e+40
5.51020 5.91881e+40
5.71429 5.54896e+40
5.91837 5.19858e+40
