# t[days] u g r i z y J H K
1.22449 -9.124 -11.207 -11.818 -11.803 -11.498 -11.368 -11.264 -11.594 -11.770 
1.42857 -9.124 -11.207 -11.818 -11.803 -11.498 -11.368 -11.331 -11.814 -12.132 
1.63265 -8.252 -10.607 -11.440 -11.541 -11.402 -11.330 -11.331 -11.814 -12.144 
1.83673 -7.303 -9.960 -11.000 -11.241 -11.131 -11.101 -11.227 -11.791 -12.216 
2.04082 -6.555 -9.373 -10.443 -10.877 -10.921 -10.912 -11.080 -11.769 -12.216 
2.24490 -5.821 -8.653 -9.928 -10.397 -10.492 -10.475 -10.867 -11.669 -12.161 
2.44898 -4.842 -8.042 -9.398 -9.924 -10.130 -10.224 -10.613 -11.511 -12.151 
2.65306 -4.222 -7.404 -8.977 -9.570 -9.646 -9.798 -10.374 -11.356 -11.989 
2.85714 -3.853 -6.963 -8.355 -8.952 -9.177 -9.289 -10.008 -11.166 -11.894 
3.06122 -3.795 -6.491 -7.866 -8.572 -8.818 -9.049 -9.725 -10.968 -11.762 
3.26531 -1.896 -5.560 -7.191 -8.071 -8.282 -8.578 -9.484 -10.801 -11.586 
3.46939 -1.285 -5.213 -6.742 -7.501 -7.897 -8.237 -9.162 -10.542 -11.426 
3.67347 2.241 -4.969 -6.536 -6.973 -7.199 -7.780 -8.767 -10.269 -11.354 
3.87755 3.533 -4.115 -5.747 -6.610 -7.083 -7.554 -8.571 -10.086 -11.141 
4.08163 4.826 -3.864 -5.522 -6.178 -6.540 -6.891 -8.251 -9.845 -10.973 
4.28571 6.119 -3.564 -5.201 -5.878 -6.452 -6.646 -7.917 -9.663 -10.786 
4.48980 7.411 -3.341 -4.344 -5.671 -5.844 -6.250 -7.772 -9.405 -10.678 
4.69388 8.704 -2.606 -4.125 -5.466 -5.443 -5.732 -7.372 -9.095 -10.447 
4.89796 9.996 -1.511 -3.850 -4.930 -5.074 -5.295 -6.804 -9.006 -10.254 
5.10204 11.289 -0.929 -3.799 -4.638 -4.848 -4.963 -6.746 -8.744 -10.198 
5.30612 12.582 -0.929 -3.629 -3.730 -4.540 -4.922 -6.413 -8.341 -9.879 
5.51020 13.874 -0.150 -3.384 -3.730 -3.854 -4.354 -6.099 -8.276 -9.741 
5.71429 15.167 -0.150 -3.155 -3.522 -3.854 -3.644 -5.909 -8.034 -9.575 
5.91837 15.167 0.000 -1.876 -2.941 -3.854 -3.317 -5.331 -7.773 -9.407 
