# t[days] u g r i z y J H K
1.22449 -14.884 -16.417 -17.112 -17.179 -16.944 -16.765 -15.902 -15.199 -14.986 
1.42857 -14.884 -16.417 -17.112 -17.179 -16.960 -16.765 -15.902 -15.199 -14.986 
1.63265 -14.773 -16.358 -17.094 -17.131 -16.960 -16.644 -15.809 -15.276 -14.982 
1.83673 -14.580 -16.333 -17.014 -17.055 -16.867 -16.610 -15.706 -15.165 -14.976 
2.04082 -14.444 -16.217 -16.957 -16.975 -16.799 -16.544 -15.604 -15.135 -14.976 
2.24490 -14.253 -16.135 -16.818 -16.909 -16.745 -16.401 -15.529 -15.045 -14.932 
2.44898 -14.143 -16.027 -16.753 -16.829 -16.647 -16.352 -15.402 -15.045 -14.891 
2.65306 -13.978 -15.908 -16.648 -16.710 -16.559 -16.257 -15.354 -15.045 -14.891 
2.85714 -13.777 -15.778 -16.560 -16.620 -16.430 -16.208 -15.346 -15.024 -14.934 
3.06122 -13.569 -15.646 -16.427 -16.537 -16.295 -16.095 -15.243 -15.024 -14.982 
3.26531 -13.348 -15.535 -16.325 -16.448 -16.243 -15.936 -15.194 -15.024 -15.033 
3.46939 -13.194 -15.409 -16.223 -16.332 -16.176 -15.848 -15.152 -15.006 -15.033 
3.67347 -12.941 -15.252 -16.112 -16.235 -16.049 -15.839 -15.115 -14.990 -14.990 
3.87755 -12.695 -15.112 -15.995 -16.135 -15.958 -15.778 -15.115 -14.956 -14.990 
4.08163 -12.504 -14.971 -15.889 -16.027 -15.893 -15.652 -15.091 -14.956 -14.960 
4.28571 -12.252 -14.815 -15.762 -15.920 -15.770 -15.633 -14.980 -14.922 -14.996 
4.48980 -12.040 -14.686 -15.632 -15.812 -15.675 -15.493 -14.949 -14.922 -14.958 
4.69388 -11.799 -14.527 -15.534 -15.783 -15.650 -15.428 -14.948 -14.922 -14.996 
4.89796 -11.624 -14.400 -15.422 -15.650 -15.529 -15.332 -14.883 -14.915 -14.958 
5.10204 -11.432 -14.217 -15.291 -15.554 -15.469 -15.273 -14.877 -14.907 -15.009 
5.30612 -11.093 -14.069 -15.188 -15.478 -15.323 -15.174 -14.836 -14.865 -15.003 
5.51020 -10.815 -13.894 -15.040 -15.336 -15.249 -15.158 -14.736 -14.879 -15.003 
5.71429 -10.516 -13.720 -14.890 -15.235 -15.199 -15.074 -14.729 -14.827 -14.990 
5.91837 -10.362 -13.548 -14.779 -15.132 -15.102 -14.966 -14.674 -14.783 -14.933 
