# t[days] Lbol[erg/s]
1.22449 8.76191e+41
1.42857 8.76191e+41
1.63265 7.78344e+41
1.83673 6.92987e+41
2.04082 6.08064e+41
2.24490 5.44520e+41
2.44898 4.76121e+41
2.65306 4.29397e+41
2.85714 3.86785e+41
3.06122 3.49649e+41
3.26531 3.14399e+41
3.46939 2.88708e+41
3.67347 2.63773e+41
3.87755 2.40457e+41
4.08163 2.22223e+41
4.28571 2.03658e+41
4.48980 1.91838e+41
4.69388 1.76248e+41
4.89796 1.61740e+41
5.10204 1.50900e+41
5.30612 1.40787e+41
5.51020 1.32018e+41
5.71429 1.21076e+41
5.91837 1.14901e+41
