# t[days] u g r i z y J H K
1.22449 -8.680 -10.961 -11.767 -11.776 -11.535 -11.249 -11.309 -11.718 -11.982 
1.42857 -8.680 -10.961 -11.767 -11.776 -11.535 -11.249 -11.309 -11.850 -12.277 
1.63265 -7.753 -10.143 -11.193 -11.407 -11.273 -11.099 -11.227 -11.889 -12.344 
1.83673 -6.702 -9.517 -10.635 -10.987 -10.913 -10.807 -11.113 -11.850 -12.344 
2.04082 -5.960 -8.796 -10.075 -10.541 -10.550 -10.479 -10.875 -11.748 -12.272 
2.24490 -5.390 -8.024 -9.463 -9.977 -10.014 -10.049 -10.600 -11.629 -12.218 
2.44898 -4.854 -7.457 -8.796 -9.423 -9.612 -9.450 -10.318 -11.393 -12.133 
2.65306 -3.750 -6.856 -8.207 -8.972 -8.964 -9.040 -9.992 -11.224 -11.960 
2.85714 -3.121 -6.322 -7.739 -8.394 -8.688 -8.627 -9.621 -11.004 -11.784 
3.06122 -2.754 -5.946 -7.000 -7.853 -8.042 -8.153 -9.257 -10.795 -11.610 
3.26531 -1.675 -5.034 -6.499 -7.360 -7.594 -7.731 -8.717 -10.521 -11.463 
3.46939 -1.366 -4.918 -6.033 -6.977 -7.031 -7.346 -8.589 -10.281 -11.325 
3.67347 -0.999 -3.992 -5.377 -6.248 -6.694 -6.769 -8.248 -9.982 -11.105 
3.87755 -0.041 -3.846 -5.198 -5.971 -6.256 -6.490 -8.046 -9.783 -10.892 
4.08163 0.077 -2.817 -4.168 -4.985 -5.688 -6.377 -7.744 -9.446 -10.781 
4.28571 0.644 -2.817 -4.155 -4.969 -5.242 -5.466 -7.213 -9.131 -10.543 
4.48980 1.210 -2.677 -3.837 -4.541 -4.209 -5.095 -6.801 -8.951 -10.404 
4.69388 1.776 -1.749 -3.611 -4.329 -4.209 -4.442 -6.600 -8.712 -10.086 
4.89796 2.342 -1.749 -3.611 -4.255 -4.041 -4.442 -6.372 -8.360 -9.934 
5.10204 2.909 -0.609 -3.405 -2.830 -4.023 -4.442 -6.196 -8.158 -9.881 
5.30612 3.475 -0.609 -2.958 -2.746 -3.909 -3.625 -5.436 -8.156 -9.481 
5.51020 4.041 0.011 -1.758 -2.746 -3.779 -3.176 -5.252 -7.704 -9.362 
5.71429 4.607 0.605 -1.631 -2.164 -1.899 -3.176 -5.184 -7.446 -9.132 
5.91837 4.607 0.605 -0.914 0.000 -1.098 -2.380 -5.036 -7.020 -9.039 
