# t[days] Lbol[erg/s]
1.22449 1.03153e+42
1.42857 1.03153e+42
1.63265 9.35756e+41
1.83673 8.50640e+41
2.04082 7.55233e+41
2.24490 6.85988e+41
2.44898 6.10402e+41
2.65306 5.48840e+41
2.85714 5.04422e+41
3.06122 4.45492e+41
3.26531 4.09210e+41
3.46939 3.73448e+41
3.67347 3.44996e+41
3.87755 3.12021e+41
4.08163 2.89251e+41
4.28571 2.64547e+41
4.48980 2.47938e+41
4.69388 2.26527e+41
4.89796 2.12633e+41
5.10204 1.98599e+41
5.30612 1.85085e+41
5.51020 1.73573e+41
5.71429 1.59548e+41
5.91837 1.50577e+41
