# t[days] Lbol[erg/s]
1.22449 1.26166e+42
1.42857 1.26166e+42
1.63265 1.14065e+42
1.83673 1.04773e+42
2.04082 9.48566e+41
2.24490 8.56771e+41
2.44898 7.60922e+41
2.65306 6.87598e+41
2.85714 6.14181e+41
3.06122 5.58533e+41
3.26531 5.13681e+41
3.46939 4.56283e+41
3.67347 4.24917e+41
3.87755 3.87670e+41
4.08163 3.56135e+41
4.28571 3.28035e+41
4.48980 3.00383e+41
4.69388 2.81795e+41
4.89796 2.58044e+41
5.10204 2.41039e+41
5.30612 2.22294e+41
5.51020 2.09144e+41
5.71429 1.96235e+41
5.91837 1.82486e+41
