# t[days] Lbol[erg/s]
1.22449 1.13794e+42
1.42857 1.13794e+42
1.63265 1.09937e+42
1.83673 1.03594e+42
2.04082 9.79722e+41
2.24490 9.18386e+41
2.44898 8.58063e+41
2.65306 8.03210e+41
2.85714 7.37789e+41
3.06122 6.88308e+41
3.26531 6.30988e+41
3.46939 5.78542e+41
3.67347 5.38829e+41
3.87755 4.90054e+41
4.08163 4.54561e+41
4.28571 4.12496e+41
4.48980 3.83768e+41
4.69388 3.48500e+41
4.89796 3.26491e+41
5.10204 3.05481e+41
5.30612 2.83028e+41
5.51020 2.67304e+41
5.71429 2.48351e+41
5.91837 2.29265e+41
