# t[days] Lbol[erg/s]
1.22449 4.22357e+41
1.42857 4.22357e+41
1.63265 3.63150e+41
1.83673 3.12546e+41
2.04082 2.73515e+41
2.24490 2.36544e+41
2.44898 2.10298e+41
2.65306 1.88599e+41
2.85714 1.71606e+41
3.06122 1.54131e+41
3.26531 1.41678e+41
3.46939 1.28741e+41
3.67347 1.16790e+41
3.87755 1.07530e+41
4.08163 9.99793e+40
4.28571 9.31922e+40
4.48980 8.54247e+40
4.69388 8.03691e+40
4.89796 7.30661e+40
5.10204 6.90724e+40
5.30612 6.36548e+40
5.51020 5.95349e+40
5.71429 5.48452e+40
5.91837 5.15454e+40
