# t[days] u g r i z y J H K
1.22449 -12.728 -14.479 -14.886 -14.517 -13.890 -13.479 -12.887 -12.899 -12.908 
1.42857 -12.728 -14.479 -14.886 -14.517 -13.890 -13.479 -12.889 -13.004 -13.154 
1.63265 -12.392 -14.223 -14.683 -14.380 -13.871 -13.403 -12.910 -13.112 -13.409 
1.83673 -11.905 -13.945 -14.472 -14.235 -13.777 -13.382 -13.053 -13.325 -13.432 
2.04082 -11.418 -13.676 -14.295 -14.110 -13.740 -13.380 -13.053 -13.369 -13.589 
2.24490 -10.938 -13.360 -14.105 -13.998 -13.655 -13.314 -13.113 -13.522 -13.658 
2.44898 -10.510 -13.049 -13.854 -13.848 -13.531 -13.171 -13.116 -13.625 -13.752 
2.65306 -9.959 -12.696 -13.607 -13.643 -13.452 -13.170 -13.116 -13.626 -13.825 
2.85714 -9.530 -12.344 -13.374 -13.506 -13.269 -13.045 -13.116 -13.633 -13.893 
3.06122 -9.119 -11.945 -13.056 -13.307 -13.147 -12.956 -13.063 -13.626 -13.948 
3.26531 -8.584 -11.621 -12.787 -13.031 -12.964 -12.787 -12.926 -13.582 -13.961 
3.46939 -7.875 -11.272 -12.489 -12.865 -12.828 -12.702 -12.859 -13.552 -13.964 
3.67347 -7.639 -10.842 -12.194 -12.533 -12.528 -12.390 -12.764 -13.487 -13.961 
3.87755 -6.930 -10.502 -11.828 -12.376 -12.347 -12.265 -12.551 -13.403 -13.907 
4.08163 -6.812 -10.102 -11.498 -12.040 -12.107 -12.061 -12.446 -13.370 -13.827 
4.28571 -5.956 -9.718 -11.154 -11.758 -11.887 -11.841 -12.253 -13.219 -13.744 
4.48980 -5.719 -9.333 -10.870 -11.491 -11.667 -11.546 -12.175 -13.101 -13.737 
4.69388 -5.363 -8.918 -10.488 -11.182 -11.300 -11.279 -11.982 -13.005 -13.657 
4.89796 -5.263 -8.720 -10.145 -10.945 -11.077 -11.147 -11.802 -12.895 -13.576 
5.10204 -4.559 -8.195 -9.856 -10.482 -10.926 -10.836 -11.641 -12.702 -13.465 
5.30612 -4.297 -7.926 -9.520 -10.268 -10.679 -10.618 -11.396 -12.579 -13.404 
5.51020 -4.298 -7.668 -9.240 -10.149 -10.350 -10.435 -11.284 -12.494 -13.308 
5.71429 -3.393 -7.177 -8.914 -9.711 -9.998 -10.057 -11.038 -12.399 -13.199 
5.91837 -3.073 -7.020 -8.570 -9.482 -9.765 -9.877 -10.913 -12.267 -13.145 
