# t[days] Lbol[erg/s]
1.22449 4.30727e+41
1.42857 4.30727e+41
1.63265 3.69103e+41
1.83673 3.18149e+41
2.04082 2.76873e+41
2.24490 2.43378e+41
2.44898 2.12651e+41
2.65306 1.93360e+41
2.85714 1.71692e+41
3.06122 1.53268e+41
3.26531 1.43830e+41
3.46939 1.30618e+41
3.67347 1.17126e+41
3.87755 1.07172e+41
4.08163 9.99601e+40
4.28571 9.33631e+40
4.48980 8.53919e+40
4.69388 7.90831e+40
4.89796 7.29983e+40
5.10204 6.97953e+40
5.30612 6.28008e+40
5.51020 5.97589e+40
5.71429 5.48437e+40
5.91837 5.04935e+40
