# t[days] Lbol[erg/s]
1.22449 8.58749e+41
1.42857 8.58749e+41
1.63265 7.71761e+41
1.83673 6.89399e+41
2.04082 6.15936e+41
2.24490 5.42078e+41
2.44898 4.79941e+41
2.65306 4.30924e+41
2.85714 3.83553e+41
3.06122 3.51922e+41
3.26531 3.19919e+41
3.46939 2.92259e+41
3.67347 2.69341e+41
3.87755 2.43265e+41
4.08163 2.24355e+41
4.28571 2.09244e+41
4.48980 1.94305e+41
4.69388 1.78673e+41
4.89796 1.65501e+41
5.10204 1.53263e+41
5.30612 1.43373e+41
5.51020 1.32848e+41
5.71429 1.25053e+41
5.91837 1.15954e+41
