# t[days] u g r i z y J H K
1.22449 -15.103 -16.456 -17.081 -17.229 -17.040 -16.609 -15.620 -15.154 -14.725 
1.42857 -15.103 -16.456 -17.081 -17.255 -17.040 -16.609 -15.620 -15.170 -14.877 
1.63265 -14.834 -16.360 -17.077 -17.255 -16.973 -16.436 -15.585 -15.167 -14.903 
1.83673 -14.695 -16.306 -17.050 -17.203 -16.856 -16.429 -15.360 -15.167 -14.903 
2.04082 -14.539 -16.181 -16.984 -17.171 -16.802 -16.283 -15.351 -15.106 -14.944 
2.24490 -14.276 -16.093 -16.909 -17.079 -16.683 -16.153 -15.309 -15.067 -14.924 
2.44898 -14.116 -16.009 -16.822 -16.969 -16.642 -16.069 -15.187 -15.066 -14.924 
2.65306 -13.922 -15.869 -16.744 -16.858 -16.505 -15.934 -15.102 -15.028 -14.924 
2.85714 -13.769 -15.750 -16.643 -16.773 -16.414 -15.868 -15.036 -14.993 -14.949 
3.06122 -13.487 -15.613 -16.541 -16.682 -16.266 -15.828 -15.036 -14.983 -14.962 
3.26531 -13.298 -15.513 -16.441 -16.569 -16.188 -15.656 -15.017 -14.973 -14.962 
3.46939 -13.128 -15.373 -16.322 -16.464 -16.108 -15.537 -14.919 -14.903 -14.962 
3.67347 -12.972 -15.230 -16.227 -16.353 -15.974 -15.512 -14.919 -14.901 -14.934 
3.87755 -12.716 -15.106 -16.122 -16.240 -15.876 -15.391 -14.861 -14.901 -14.932 
4.08163 -12.538 -14.961 -15.987 -16.144 -15.781 -15.380 -14.762 -14.877 -14.932 
4.28571 -12.298 -14.841 -15.888 -16.053 -15.704 -15.259 -14.751 -14.877 -14.932 
4.48980 -12.133 -14.673 -15.775 -15.940 -15.654 -15.191 -14.751 -14.877 -14.907 
4.69388 -11.930 -14.574 -15.677 -15.848 -15.543 -15.101 -14.678 -14.871 -14.907 
4.89796 -11.738 -14.382 -15.537 -15.766 -15.493 -15.019 -14.616 -14.889 -14.936 
5.10204 -11.448 -14.263 -15.430 -15.648 -15.375 -15.010 -14.579 -14.871 -14.936 
5.30612 -11.307 -14.109 -15.330 -15.545 -15.291 -14.915 -14.579 -14.866 -14.936 
5.51020 -11.092 -13.972 -15.220 -15.499 -15.228 -14.909 -14.579 -14.826 -14.927 
5.71429 -10.871 -13.830 -15.077 -15.353 -15.139 -14.814 -14.532 -14.798 -14.954 
5.91837 -10.693 -13.666 -14.972 -15.278 -15.025 -14.708 -14.449 -14.798 -14.920 
