# t[days] Lbol[erg/s]
1.22449 1.06533e+42
1.42857 1.06533e+42
1.63265 9.61198e+41
1.83673 8.62059e+41
2.04082 7.74483e+41
2.24490 6.96804e+41
2.44898 6.23368e+41
2.65306 5.59497e+41
2.85714 5.07389e+41
3.06122 4.54150e+41
3.26531 4.14209e+41
3.46939 3.77886e+41
3.67347 3.45486e+41
3.87755 3.19306e+41
4.08163 2.86964e+41
4.28571 2.69671e+41
4.48980 2.45840e+41
4.69388 2.28180e+41
4.89796 2.13803e+41
5.10204 2.00062e+41
5.30612 1.84865e+41
5.51020 1.73583e+41
5.71429 1.60829e+41
5.91837 1.49156e+41
