# t[days] u g r i z y J H K
1.22449 -8.679 -10.951 -11.776 -11.791 -11.544 -11.257 -11.263 -11.713 -12.032 
1.42857 -8.679 -10.951 -11.776 -11.791 -11.544 -11.257 -11.273 -11.855 -12.251 
1.63265 -7.751 -10.181 -11.210 -11.399 -11.276 -11.100 -11.273 -11.855 -12.292 
1.83673 -6.735 -9.481 -10.599 -10.959 -10.924 -10.751 -11.036 -11.830 -12.330 
2.04082 -6.020 -8.831 -10.112 -10.595 -10.590 -10.508 -10.860 -11.803 -12.292 
2.24490 -5.334 -8.003 -9.435 -9.927 -10.000 -9.981 -10.576 -11.541 -12.178 
2.44898 -5.008 -7.476 -8.814 -9.486 -9.603 -9.563 -10.294 -11.443 -12.126 
2.65306 -3.909 -6.925 -8.271 -8.932 -8.946 -9.106 -10.008 -11.243 -11.980 
2.85714 -3.015 -6.318 -7.531 -8.371 -8.618 -8.584 -9.634 -10.919 -11.692 
3.06122 -2.773 -5.849 -7.007 -7.798 -8.213 -8.046 -9.212 -10.816 -11.653 
3.26531 -1.617 -5.010 -6.560 -7.420 -7.592 -7.609 -8.903 -10.533 -11.476 
3.46939 -1.398 -4.866 -6.059 -6.933 -7.156 -7.420 -8.533 -10.282 -11.309 
3.67347 -1.082 -4.092 -5.601 -6.441 -6.561 -6.593 -8.292 -9.997 -11.109 
3.87755 -0.117 -3.782 -5.134 -5.764 -6.190 -6.513 -7.938 -9.728 -10.938 
4.08163 0.014 -2.850 -4.081 -5.099 -5.848 -6.485 -7.838 -9.407 -10.753 
4.28571 0.572 -2.850 -4.017 -4.863 -5.294 -5.506 -6.964 -9.166 -10.514 
4.48980 1.129 -2.685 -3.775 -4.677 -4.369 -4.874 -6.912 -9.048 -10.381 
4.69388 1.687 -0.347 -3.667 -4.312 -4.369 -4.530 -6.757 -8.661 -10.083 
4.89796 2.244 -0.347 -3.609 -4.228 -4.009 -4.479 -6.396 -8.394 -9.977 
5.10204 2.802 -0.458 -3.406 -3.249 -3.978 -4.479 -6.070 -8.154 -9.771 
5.30612 3.359 -0.458 -2.963 -2.830 -3.921 -3.446 -5.528 -8.102 -9.528 
5.51020 3.917 0.003 -1.412 0.576 -3.592 -2.860 -5.396 -7.705 -9.355 
5.71429 4.474 0.628 -0.917 1.626 -2.111 -3.185 -5.266 -7.477 -9.207 
5.91837 4.474 0.628 -0.900 1.626 -0.442 -2.860 -5.052 -6.983 -8.943 
