# t[days] u g r i z y J H K
1.22449 -10.483 -11.902 -12.118 -11.717 -11.252 -10.814 -10.456 -10.545 -10.846 
1.42857 -10.483 -11.902 -12.118 -11.717 -11.252 -10.872 -10.528 -10.714 -11.060 
1.63265 -9.960 -11.600 -11.943 -11.591 -11.183 -10.872 -10.663 -10.953 -11.230 
1.83673 -9.474 -11.255 -11.739 -11.542 -11.177 -10.910 -10.792 -11.125 -11.312 
2.04082 -8.874 -10.923 -11.506 -11.423 -11.092 -10.910 -10.795 -11.210 -11.470 
2.24490 -8.286 -10.482 -11.245 -11.277 -10.985 -10.882 -10.816 -11.289 -11.521 
2.44898 -7.771 -10.105 -10.958 -11.053 -10.866 -10.660 -10.816 -11.315 -11.577 
2.65306 -7.296 -9.640 -10.647 -10.828 -10.737 -10.584 -10.710 -11.362 -11.671 
2.85714 -6.720 -9.195 -10.323 -10.613 -10.524 -10.426 -10.601 -11.315 -11.671 
3.06122 -6.303 -8.738 -9.901 -10.316 -10.307 -10.182 -10.472 -11.176 -11.650 
3.26531 -5.671 -8.393 -9.543 -9.990 -10.034 -10.054 -10.346 -11.120 -11.637 
3.46939 -5.357 -7.965 -9.229 -9.732 -9.706 -9.749 -10.080 -11.047 -11.605 
3.67347 -4.744 -7.453 -8.792 -9.387 -9.498 -9.476 -9.961 -10.903 -11.491 
3.87755 -3.983 -6.946 -8.515 -9.037 -9.155 -9.180 -9.753 -10.831 -11.469 
4.08163 -3.866 -6.636 -7.999 -8.709 -8.881 -8.921 -9.535 -10.715 -11.364 
4.28571 -3.136 -6.294 -7.684 -8.434 -8.629 -8.766 -9.414 -10.525 -11.285 
4.48980 -2.670 -5.682 -7.306 -7.974 -8.319 -8.357 -9.179 -10.400 -11.217 
4.69388 -2.568 -5.381 -7.044 -7.857 -7.970 -8.118 -8.923 -10.269 -11.064 
4.89796 -2.534 -5.125 -6.516 -7.405 -7.581 -7.773 -8.879 -10.067 -10.959 
5.10204 -1.979 -4.768 -6.079 -6.996 -7.286 -7.564 -8.621 -9.923 -10.869 
5.30612 -0.877 -4.347 -5.857 -6.695 -7.027 -7.160 -8.361 -9.777 -10.721 
5.51020 3.428 -4.295 -5.631 -6.262 -6.836 -6.914 -8.032 -9.626 -10.557 
5.71429 4.741 -3.675 -5.207 -5.987 -6.376 -6.622 -7.835 -9.508 -10.482 
5.91837 4.741 -3.204 -4.994 -5.720 -5.869 -6.421 -7.552 -9.253 -10.386 
