# t[days] Lbol[erg/s]
1.22449 8.75740e+41
1.42857 8.75740e+41
1.63265 7.82925e+41
1.83673 6.87192e+41
2.04082 6.09210e+41
2.24490 5.36213e+41
2.44898 4.83409e+41
2.65306 4.29120e+41
2.85714 3.78647e+41
3.06122 3.50554e+41
3.26531 3.09487e+41
3.46939 2.94386e+41
3.67347 2.60394e+41
3.87755 2.40431e+41
4.08163 2.25350e+41
4.28571 1.97229e+41
4.48980 1.96025e+41
4.69388 1.74327e+41
4.89796 1.64959e+41
5.10204 1.50005e+41
5.30612 1.37092e+41
5.51020 1.30871e+41
5.71429 1.23598e+41
5.91837 1.15508e+41
