# t[days] Lbol[erg/s]
1.22449 1.20416e+42
1.42857 1.20416e+42
1.63265 1.17231e+42
1.83673 1.10045e+42
2.04082 1.04576e+42
2.24490 9.71096e+41
2.44898 9.14406e+41
2.65306 8.50574e+41
2.85714 7.85550e+41
3.06122 7.16020e+41
3.26531 6.65177e+41
3.46939 6.13606e+41
3.67347 5.60349e+41
3.87755 5.12786e+41
4.08163 4.74005e+41
4.28571 4.29889e+41
4.48980 3.93235e+41
4.69388 3.67601e+41
4.89796 3.40617e+41
5.10204 3.14324e+41
5.30612 2.95484e+41
5.51020 2.72356e+41
5.71429 2.56489e+41
5.91837 2.35660e+41
