# t[days] Lbol[erg/s]
0.51724 1.48345e+41
1.03448 1.48345e+41
1.55172 1.26984e+41
2.06897 5.22739e+40
2.58621 3.13259e+40
3.10345 2.24230e+40
3.62069 1.85037e+40
4.13793 1.71329e+40
4.65517 1.61920e+40
5.17241 1.37173e+40
5.68966 1.12945e+40
6.20690 9.45846e+39
6.72414 7.91850e+39
7.24138 7.12669e+39
7.75862 5.76842e+39
8.27586 5.42233e+39
8.79310 4.32955e+39
9.31034 3.67474e+39
9.82759 3.17784e+39
10.34483 2.74814e+39
10.86207 2.37654e+39
11.37931 2.05518e+39
11.89655 1.77728e+39
12.41379 1.53696e+39
12.93103 1.32913e+39
13.44828 1.14941e+39
13.96552 9.93988e+38
14.48276 8.59582e+38
15.00000 7.43350e+38
