# t[days] Lbol[erg/s]
0.51724 1.37452e+41
1.03448 1.37452e+41
1.55172 1.19186e+41
2.06897 7.48479e+40
2.58621 4.81759e+40
3.10345 4.02217e+40
3.62069 3.35363e+40
4.13793 2.84542e+40
4.65517 2.35089e+40
5.17241 1.92834e+40
5.68966 1.48807e+40
6.20690 1.16286e+40
6.72414 8.99722e+39
7.24138 7.09605e+39
7.75862 5.36318e+39
8.27586 4.48997e+39
8.79310 3.38462e+39
9.31034 2.60534e+39
9.82759 1.92220e+39
10.34483 1.41818e+39
10.86207 1.04632e+39
11.37931 7.71966e+38
11.89655 5.69550e+38
12.41379 4.20209e+38
12.93103 3.10026e+38
13.44828 2.28735e+38
13.96552 1.68759e+38
14.48276 1.24509e+38
15.00000 9.18614e+37
