# t[days] u g r i z y J H K
0.51724 -14.756 -15.297 -15.473 -15.338 -15.044 -15.005 -14.173 -14.036 -13.645 
1.03448 -14.756 -15.882 -16.700 -16.753 -16.450 -16.190 -15.711 -15.322 -14.951 
1.55172 -14.185 -15.882 -16.700 -16.753 -16.450 -16.190 -15.870 -15.721 -15.430 
2.06897 -13.264 -15.355 -16.265 -16.397 -16.219 -16.073 -15.870 -15.721 -15.494 
2.58621 -12.339 -14.690 -15.701 -15.928 -15.781 -15.755 -15.668 -15.644 -15.494 
3.10345 -11.389 -14.023 -15.076 -15.349 -15.356 -15.359 -15.380 -15.474 -15.396 
3.62069 -10.388 -13.313 -14.476 -14.794 -14.833 -14.908 -15.050 -15.177 -15.287 
4.13793 -9.310 -12.683 -13.898 -14.267 -14.373 -14.418 -14.718 -15.026 -14.995 
4.65517 -8.267 -11.942 -13.323 -13.736 -13.902 -13.982 -14.342 -14.738 -14.874 
5.17241 -7.334 -11.171 -12.708 -13.275 -13.457 -13.574 -14.033 -14.497 -14.751 
5.68966 -6.089 -10.537 -12.126 -12.720 -12.952 -13.095 -13.727 -14.254 -14.530 
6.20690 -4.792 -9.779 -11.498 -12.225 -12.407 -12.738 -13.379 -14.055 -14.358 
6.72414 -3.793 -8.948 -10.832 -11.668 -11.982 -12.157 -13.004 -13.820 -14.214 
7.24138 -3.410 -8.239 -10.212 -11.152 -11.549 -11.783 -12.715 -13.593 -14.070 
7.75862 -2.171 -7.571 -9.651 -10.595 -11.107 -11.359 -12.390 -13.342 -13.907 
8.27586 -1.790 -6.923 -8.934 -10.119 -10.584 -10.928 -12.063 -13.112 -13.766 
8.79310 3.502 -6.413 -8.484 -9.554 -10.121 -10.512 -11.753 -12.924 -13.617 
9.31034 5.160 -5.772 -7.762 -8.825 -9.623 -10.015 -11.401 -12.673 -13.440 
9.82759 6.819 -5.079 -7.391 -8.528 -9.132 -9.768 -11.045 -12.440 -13.248 
10.34483 8.477 -4.454 -6.932 -8.050 -8.845 -9.469 -10.709 -12.148 -13.071 
10.86207 10.136 -4.350 -5.905 -7.408 -8.310 -8.804 -10.403 -11.937 -12.912 
11.37931 11.795 -3.245 -5.476 -6.848 -7.820 -8.409 -10.103 -11.685 -12.737 
11.89655 13.453 -2.753 -5.472 -6.516 -7.504 -7.910 -9.772 -11.414 -12.554 
12.41379 15.112 -1.388 -5.044 -5.707 -6.652 -7.554 -9.496 -11.185 -12.320 
12.93103 16.771 1.706 -4.512 -5.608 -6.328 -7.106 -9.029 -10.908 -12.061 
13.44828 18.429 2.938 -3.356 -5.132 -6.265 -6.608 -8.704 -10.605 -11.851 
13.96552 20.088 4.170 -3.202 -5.023 -6.052 -6.124 -8.438 -10.261 -11.639 
14.48276 21.746 5.402 -1.222 -4.135 -4.520 -6.045 -8.092 -9.969 -11.275 
15.00000 21.746 5.402 -1.222 -4.065 -3.865 -5.493 -7.626 -9.653 -11.052 
