# t[days] u g r i z y J H K
0.51724 -13.650 -14.098 -14.090 -14.015 -13.795 -13.346 -13.285 -13.422 -12.479 
1.03448 -13.650 -14.098 -14.702 -14.795 -14.826 -14.725 -14.416 -14.155 -13.974 
1.55172 -12.039 -13.774 -14.702 -14.843 -15.179 -15.274 -15.176 -15.010 -14.612 
2.06897 -10.638 -12.760 -14.108 -14.843 -15.179 -15.274 -15.176 -15.010 -14.612 
2.58621 -10.463 -11.915 -13.075 -13.985 -14.402 -14.459 -14.485 -14.439 -14.304 
3.10345 -10.250 -11.034 -12.189 -13.090 -13.660 -13.744 -13.834 -13.860 -13.813 
3.62069 -9.470 -10.403 -11.592 -12.522 -13.142 -13.353 -13.505 -13.492 -13.203 
4.13793 -8.655 -9.856 -11.041 -12.194 -12.829 -13.046 -13.270 -13.335 -13.145 
4.65517 -7.941 -9.375 -10.816 -12.006 -12.649 -12.999 -13.190 -13.263 -13.139 
5.17241 -7.274 -8.991 -10.366 -11.668 -12.460 -12.705 -13.060 -13.263 -13.139 
5.68966 -6.591 -8.365 -10.219 -11.337 -12.261 -12.612 -12.923 -13.093 -13.122 
6.20690 -5.903 -7.912 -9.864 -11.146 -12.013 -12.526 -12.921 -13.082 -13.122 
6.72414 -5.318 -7.531 -9.455 -10.952 -11.857 -12.313 -12.741 -12.951 -13.125 
7.24138 -4.614 -7.112 -9.217 -10.696 -11.755 -12.133 -12.554 -12.951 -13.139 
7.75862 -3.956 -6.651 -8.768 -10.415 -11.367 -11.853 -12.486 -12.903 -13.139 
8.27586 -3.153 -6.171 -8.590 -10.186 -11.245 -11.692 -12.371 -12.858 -13.038 
8.79310 -2.446 -5.723 -8.185 -9.752 -11.030 -11.505 -12.160 -12.733 -12.976 
9.31034 -1.811 -5.681 -7.777 -9.658 -10.721 -11.227 -12.078 -12.601 -12.778 
9.82759 -1.485 -4.613 -7.225 -9.300 -10.419 -11.002 -11.798 -12.374 -12.731 
10.34483 -1.042 -4.488 -7.025 -9.086 -10.266 -10.956 -11.645 -12.371 -12.551 
10.86207 -0.398 -4.433 -6.164 -8.583 -10.120 -10.586 -11.456 -12.120 -12.519 
11.37931 0.650 -3.227 -6.164 -8.404 -9.531 -10.410 -11.343 -12.026 -12.448 
11.89655 1.269 -2.682 -5.918 -8.247 -9.196 -10.228 -11.134 -11.946 -12.342 
12.41379 1.888 -2.561 -5.503 -7.810 -8.957 -9.663 -11.006 -11.666 -12.193 
12.93103 2.508 -1.165 -4.416 -7.711 -8.817 -9.616 -10.726 -11.603 -12.181 
13.44828 3.127 -0.562 -3.747 -6.896 -8.411 -9.344 -10.531 -11.511 -12.010 
13.96552 3.746 -0.562 -3.642 -6.368 -8.096 -8.924 -10.298 -11.257 -11.767 
14.48276 4.365 -0.138 -3.485 -5.837 -8.095 -8.745 -10.097 -11.249 -11.647 
15.00000 4.365 0.000 -2.342 -4.882 -7.203 -8.516 -9.784 -11.012 -11.608 
