# t[days] u g r i z y J H K
0.51724 -14.994 -15.122 -14.961 -14.774 -14.643 -13.943 -13.157 -13.140 -13.370 
1.03448 -15.131 -16.545 -16.921 -16.623 -16.217 -15.943 -15.340 -15.087 -14.339 
1.55172 -15.131 -16.545 -16.921 -16.824 -16.523 -16.381 -16.043 -15.749 -15.599 
2.06897 -14.378 -16.128 -16.862 -16.824 -16.523 -16.381 -16.043 -15.778 -15.599 
2.58621 -13.669 -15.590 -16.386 -16.362 -16.187 -16.085 -15.710 -15.778 -15.560 
3.10345 -12.935 -15.018 -15.780 -15.833 -15.703 -15.630 -15.458 -15.391 -15.286 
3.62069 -11.690 -14.277 -15.123 -15.236 -15.200 -15.266 -15.052 -15.096 -14.920 
4.13793 -10.205 -13.310 -14.402 -14.712 -14.777 -14.834 -14.740 -14.760 -14.692 
4.65517 -8.895 -12.084 -13.530 -14.116 -14.373 -14.417 -14.321 -14.415 -14.414 
5.17241 -7.954 -11.108 -12.750 -13.567 -13.921 -14.037 -13.975 -14.167 -14.102 
5.68966 -7.138 -10.053 -12.035 -12.999 -13.450 -13.615 -13.705 -13.795 -13.834 
6.20690 -6.133 -9.207 -11.140 -12.282 -12.983 -13.181 -13.318 -13.630 -13.585 
6.72414 -5.472 -8.557 -10.698 -11.862 -12.616 -12.791 -13.249 -13.366 -13.511 
7.24138 -4.787 -7.960 -10.001 -11.508 -12.298 -12.594 -12.903 -13.348 -13.311 
7.75862 -4.155 -7.265 -9.415 -11.176 -11.875 -12.221 -12.841 -13.071 -13.193 
8.27586 -3.367 -7.017 -9.244 -10.670 -11.761 -12.089 -12.724 -12.990 -13.102 
8.79310 -2.688 -6.193 -9.051 -10.394 -11.463 -11.825 -12.403 -12.842 -13.017 
9.31034 -2.270 -6.126 -8.332 -9.973 -11.017 -11.550 -12.298 -12.750 -12.960 
9.82759 -1.449 -5.244 -8.287 -9.642 -10.924 -11.462 -12.187 -12.722 -12.850 
10.34483 -0.919 -4.340 -7.728 -9.402 -10.581 -11.111 -12.003 -12.473 -12.762 
10.86207 -0.641 -3.996 -7.261 -9.122 -10.207 -10.824 -11.788 -12.432 -12.620 
11.37931 0.153 -3.330 -6.898 -8.459 -9.764 -10.647 -11.585 -12.211 -12.594 
11.89655 0.721 -2.661 -6.448 -8.424 -9.758 -10.363 -11.412 -12.128 -12.594 
12.41379 1.289 -2.638 -6.004 -8.135 -9.157 -10.006 -11.207 -11.989 -12.289 
12.93103 1.858 -1.835 -5.254 -7.780 -8.890 -9.767 -10.912 -11.773 -12.220 
13.44828 2.426 -0.929 -5.229 -7.776 -8.817 -9.623 -10.771 -11.693 -12.096 
13.96552 2.994 -0.574 -5.229 -6.866 -8.309 -9.294 -10.617 -11.572 -12.058 
14.48276 3.562 -0.192 -5.206 -6.281 -8.242 -9.266 -10.503 -11.347 -11.843 
15.00000 3.562 0.000 -3.874 -6.010 -7.546 -8.489 -10.251 -11.277 -11.834 
