# t[days] Lbol[erg/s]
0.51724 5.18101e+41
1.03448 8.80202e+41
1.55172 8.80202e+41
2.06897 5.83507e+41
2.58621 4.08688e+41
3.10345 3.06903e+41
3.62069 2.36313e+41
4.13793 1.87769e+41
4.65517 1.50279e+41
5.17241 1.20251e+41
5.68966 9.70307e+40
6.20690 8.03732e+40
6.72414 6.67016e+40
7.24138 5.59596e+40
7.75862 4.69492e+40
8.27586 4.07177e+40
8.79310 3.46266e+40
9.31034 2.97710e+40
9.82759 2.57281e+40
10.34483 2.22342e+40
10.86207 1.92148e+40
11.37931 1.66054e+40
11.89655 1.43503e+40
12.41379 1.24016e+40
12.93103 1.07174e+40
13.44828 9.26197e+39
13.96552 8.00419e+39
14.48276 6.91721e+39
15.00000 5.97784e+39
