# t[days] Lbol[erg/s]
0.51724 6.72013e+40
1.03448 6.72013e+40
1.55172 3.35304e+40
2.06897 1.63480e+40
2.58621 8.94012e+39
3.10345 5.73286e+39
3.62069 4.06338e+39
4.13793 3.03396e+39
4.65517 2.40087e+39
5.17241 1.90916e+39
5.68966 1.57338e+39
6.20690 1.30285e+39
6.72414 1.10833e+39
7.24138 9.24631e+38
7.75862 8.12318e+38
8.27586 7.14226e+38
8.79310 5.96118e+38
9.31034 5.38521e+38
9.82759 4.68301e+38
10.34483 4.07238e+38
10.86207 3.54137e+38
11.37931 3.07960e+38
11.89655 2.67804e+38
12.41379 2.32884e+38
12.93103 2.02518e+38
13.44828 1.76111e+38
13.96552 1.53147e+38
14.48276 1.33178e+38
15.00000 1.15812e+38
