# t[days] Lbol[erg/s]
0.51724 9.31038e+40
1.03448 1.95705e+41
1.55172 1.95705e+41
2.06897 1.95332e+41
2.58621 1.24031e+41
3.10345 6.73113e+40
3.62069 4.16293e+40
4.13793 3.27462e+40
4.65517 3.13364e+40
5.17241 2.84190e+40
5.68966 2.69411e+40
6.20690 2.41180e+40
6.72414 2.20253e+40
7.24138 1.93937e+40
7.75862 1.86909e+40
8.27586 1.68439e+40
8.79310 1.64879e+40
9.31034 1.42506e+40
9.82759 1.29185e+40
10.34483 1.17109e+40
10.86207 1.06162e+40
11.37931 9.62380e+39
11.89655 8.72418e+39
12.41379 7.90866e+39
12.93103 7.16937e+39
13.44828 6.49919e+39
13.96552 5.89166e+39
14.48276 5.34091e+39
15.00000 4.84165e+39
