# t[days] Lbol[erg/s]
0.51724 1.55416e+41
1.03448 2.37848e+41
1.55172 2.37848e+41
2.06897 1.58355e+41
2.58621 8.69419e+40
3.10345 5.04872e+40
3.62069 2.78775e+40
4.13793 1.73307e+40
4.65517 1.23536e+40
5.17241 8.78876e+39
5.68966 7.70946e+39
6.20690 7.49152e+39
6.72414 7.28355e+39
7.24138 5.13189e+39
7.75862 4.41355e+39
8.27586 4.07386e+39
8.79310 4.03761e+39
9.31034 3.84996e+39
9.82759 3.39892e+39
10.34483 3.00072e+39
10.86207 2.64917e+39
11.37931 2.33881e+39
11.89655 2.06481e+39
12.41379 1.82290e+39
12.93103 1.60934e+39
13.44828 1.42080e+39
13.96552 1.25435e+39
14.48276 1.10739e+39
15.00000 9.77657e+38
