# t[days] Lbol[erg/s]
0.51724 6.29421e+41
1.03448 1.16728e+42
1.55172 1.16728e+42
2.06897 7.35697e+41
2.58621 4.44966e+41
3.10345 2.77325e+41
3.62069 1.75112e+41
4.13793 1.04180e+41
4.65517 5.53780e+40
5.17241 2.64581e+40
5.68966 1.34162e+40
6.20690 9.22684e+39
6.72414 6.33031e+39
7.24138 4.49548e+39
7.75862 3.34418e+39
8.27586 2.56726e+39
8.79310 1.91761e+39
9.31034 1.40834e+39
9.82759 1.09449e+39
10.34483 8.50575e+38
10.86207 6.61020e+38
11.37931 5.13708e+38
11.89655 3.99226e+38
12.41379 3.10256e+38
12.93103 2.41114e+38
13.44828 1.87381e+38
13.96552 1.45622e+38
14.48276 1.13169e+38
15.00000 8.79489e+37
