# t[days] u g r i z y J H K
0.51724 -14.908 -15.527 -15.516 -15.414 -14.967 -14.873 -14.219 -13.578 -13.474 
1.03448 -14.908 -15.914 -16.768 -16.805 -16.435 -16.022 -15.493 -15.252 -15.233 
1.55172 -14.298 -15.914 -16.768 -16.805 -16.435 -16.022 -15.493 -15.551 -15.542 
2.06897 -13.424 -15.385 -16.324 -16.496 -16.232 -15.896 -15.476 -15.551 -15.542 
2.58621 -12.622 -14.819 -15.815 -15.938 -15.649 -15.252 -14.887 -15.089 -15.206 
3.10345 -11.791 -14.221 -15.239 -15.343 -15.046 -14.669 -14.301 -14.699 -14.854 
3.62069 -10.993 -13.646 -14.717 -14.882 -14.584 -14.147 -13.808 -14.133 -14.459 
4.13793 -10.168 -13.130 -14.267 -14.423 -14.168 -13.828 -13.513 -13.812 -14.205 
4.65517 -9.417 -12.579 -13.806 -14.053 -13.796 -13.540 -13.243 -13.653 -13.945 
5.17241 -8.704 -12.062 -13.359 -13.681 -13.527 -13.297 -13.083 -13.524 -13.863 
5.68966 -7.954 -11.486 -12.915 -13.351 -13.255 -13.005 -12.936 -13.451 -13.783 
6.20690 -7.122 -10.927 -12.485 -12.969 -12.903 -12.754 -12.795 -13.362 -13.693 
6.72414 -6.348 -10.335 -12.017 -12.556 -12.611 -12.489 -12.638 -13.283 -13.611 
7.24138 -5.649 -9.846 -11.506 -12.174 -12.192 -12.180 -12.389 -13.088 -13.566 
7.75862 -4.995 -9.271 -11.038 -11.729 -11.845 -11.881 -12.197 -12.996 -13.478 
8.27586 -4.465 -8.561 -10.531 -11.324 -11.531 -11.493 -11.983 -12.838 -13.344 
8.79310 -3.372 -8.083 -10.047 -10.861 -11.076 -11.112 -11.710 -12.659 -13.217 
9.31034 -3.316 -7.615 -9.506 -10.375 -10.625 -10.718 -11.435 -12.473 -13.105 
9.82759 -2.690 -6.958 -8.999 -9.925 -10.231 -10.410 -11.165 -12.286 -12.950 
10.34483 -1.953 -6.457 -8.481 -9.501 -9.821 -9.951 -10.845 -12.068 -12.843 
10.86207 -1.731 -5.931 -8.045 -9.030 -9.456 -9.624 -10.582 -11.867 -12.732 
11.37931 -0.270 -5.655 -7.612 -8.574 -9.036 -9.210 -10.312 -11.704 -12.550 
11.89655 -0.169 -5.032 -7.064 -8.199 -8.710 -8.844 -10.088 -11.446 -12.394 
12.41379 4.072 -4.687 -6.729 -7.772 -8.169 -8.560 -9.710 -11.245 -12.258 
12.93103 5.425 -3.574 -6.301 -7.450 -7.928 -8.168 -9.465 -11.010 -12.034 
13.44828 6.777 -3.322 -5.847 -6.884 -7.380 -7.645 -9.165 -10.776 -11.821 
13.96552 8.130 -3.311 -5.465 -6.701 -7.169 -7.090 -8.744 -10.467 -11.575 
14.48276 9.482 -2.047 -5.290 -5.918 -6.744 -6.907 -8.374 -10.159 -11.259 
15.00000 9.482 -1.570 -4.403 -5.861 -6.181 -6.264 -8.089 -9.843 -11.028 
