# t[days] u g r i z y J H K
0.51724 -12.137 -13.189 -13.523 -13.533 -13.468 -13.367 -13.188 -13.047 -12.595 
1.03448 -12.137 -13.189 -13.523 -13.533 -13.468 -13.367 -13.188 -13.047 -12.595 
1.55172 -10.750 -11.869 -12.157 -12.202 -12.221 -12.251 -12.356 -12.479 -12.527 
2.06897 -9.699 -11.045 -11.322 -11.187 -11.146 -11.165 -11.511 -11.970 -12.234 
2.58621 -8.549 -10.305 -10.770 -10.575 -10.354 -10.296 -10.730 -11.427 -11.892 
3.10345 -7.376 -9.566 -10.243 -10.197 -9.888 -9.695 -10.060 -10.972 -11.493 
3.62069 -6.263 -8.709 -9.677 -9.778 -9.560 -9.266 -9.582 -10.524 -11.186 
4.13793 -4.987 -7.776 -8.932 -9.244 -9.086 -8.861 -9.233 -10.146 -10.907 
4.65517 -3.844 -6.851 -8.216 -8.615 -8.641 -8.527 -8.880 -9.928 -10.572 
5.17241 -2.416 -5.801 -7.369 -7.948 -8.065 -7.881 -8.486 -9.597 -10.322 
5.68966 -1.456 -4.816 -6.414 -7.328 -7.370 -7.320 -8.071 -9.238 -10.035 
6.20690 0.801 -3.671 -5.544 -6.548 -6.764 -6.736 -7.630 -8.883 -9.803 
6.72414 2.213 -2.772 -4.824 -5.686 -6.058 -6.188 -7.151 -8.569 -9.483 
7.24138 3.626 -2.048 -4.136 -4.754 -5.166 -5.532 -6.721 -8.153 -9.221 
7.75862 5.039 -1.171 -3.228 -4.642 -4.730 -4.872 -6.272 -7.860 -8.906 
8.27586 6.452 -0.040 -2.891 -3.338 -3.972 -4.511 -5.604 -7.507 -8.648 
8.79310 7.864 1.762 -1.396 -2.258 -3.242 -3.926 -5.177 -7.074 -8.430 
9.31034 9.277 2.848 -0.789 -2.160 -2.830 -3.196 -4.932 -6.712 -8.120 
9.82759 10.690 3.935 -0.406 -1.332 -2.497 -2.833 -4.736 -6.578 -7.818 
10.34483 12.103 5.021 0.056 0.635 -0.619 -1.146 -4.047 -5.978 -7.617 
10.86207 13.516 6.108 0.713 1.690 -0.256 -1.085 -3.462 -5.784 -7.285 
11.37931 14.928 7.194 1.370 2.746 -0.256 -0.771 -3.270 -5.438 -7.061 
11.89655 16.341 8.281 2.026 3.801 0.117 -0.323 -2.816 -4.971 -6.736 
12.41379 17.754 9.367 2.683 4.856 0.706 0.511 -2.763 -4.750 -6.434 
12.93103 19.167 10.454 3.340 5.912 1.296 1.179 -1.491 -4.333 -6.223 
13.44828 20.579 11.540 3.996 6.967 1.885 1.848 -1.358 -4.196 -6.041 
13.96552 21.992 12.627 4.653 8.023 2.475 2.517 -1.358 -3.629 -5.723 
14.48276 23.405 13.713 5.310 9.078 3.064 3.185 0.149 -3.103 -5.264 
15.00000 23.405 13.713 5.310 9.078 3.064 3.185 0.149 -3.039 -4.994 
