# t[days] u g r i z y J H K
0.51724 -14.059 -14.609 -14.730 -14.284 -14.138 -13.909 -13.511 -13.087 -12.506 
1.03448 -14.485 -15.537 -16.060 -16.039 -15.671 -15.463 -14.840 -14.820 -14.638 
1.55172 -14.485 -15.537 -16.060 -16.039 -15.671 -15.463 -14.840 -14.820 -14.638 
2.06897 -13.606 -14.962 -15.617 -15.857 -15.489 -15.031 -14.594 -14.625 -14.633 
2.58621 -12.777 -14.373 -15.170 -15.308 -14.948 -14.566 -14.302 -14.356 -14.478 
3.10345 -11.986 -13.816 -14.668 -14.758 -14.466 -14.006 -13.943 -14.093 -14.354 
3.62069 -11.278 -13.277 -14.142 -14.230 -13.921 -13.661 -13.608 -13.944 -13.971 
4.13793 -10.561 -12.801 -13.750 -13.811 -13.551 -13.183 -13.336 -13.617 -13.794 
4.65517 -9.850 -12.258 -13.320 -13.395 -13.099 -12.963 -12.944 -13.276 -13.467 
5.17241 -8.197 -10.816 -12.126 -12.446 -12.275 -12.119 -12.378 -12.668 -13.057 
5.68966 -6.708 -9.231 -10.774 -11.117 -11.351 -11.424 -11.774 -12.296 -12.625 
6.20690 -4.893 -8.092 -9.661 -10.368 -10.526 -10.869 -11.350 -11.897 -12.301 
6.72414 -4.893 -7.599 -9.096 -9.494 -10.133 -10.364 -10.876 -11.548 -11.902 
7.24138 -4.009 -7.431 -8.597 -8.874 -9.582 -9.646 -10.735 -11.331 -11.687 
7.75862 -1.586 -6.702 -7.774 -8.033 -8.429 -9.536 -10.229 -11.030 -11.345 
8.27586 -0.956 -6.484 -7.695 -7.944 -7.960 -8.353 -9.636 -10.710 -11.222 
8.79310 0.882 -4.946 -6.939 -7.974 -7.898 -8.151 -9.483 -10.258 -10.817 
9.31034 2.037 -3.930 -5.673 -6.960 -7.884 -7.542 -8.999 -9.913 -10.655 
9.82759 3.192 -2.427 -5.457 -5.653 -6.616 -7.517 -8.225 -9.473 -10.355 
10.34483 4.347 -1.738 -5.272 -5.496 -5.397 -7.039 -8.135 -9.300 -9.991 
10.86207 5.503 1.480 -4.169 -4.957 -5.397 -5.398 -8.135 -9.092 -9.774 
11.37931 6.658 3.117 -2.812 -4.957 -5.397 -5.118 -7.339 -8.651 -9.774 
11.89655 7.813 4.753 0.148 -4.534 -5.222 -4.837 -7.006 -8.599 -9.255 
12.41379 8.968 6.390 1.566 1.682 -2.520 -3.665 -6.636 -8.107 -8.865 
12.93103 10.123 8.026 2.983 3.149 -2.520 -3.665 -6.249 -7.552 -8.249 
13.44828 11.278 9.662 4.400 4.616 -1.457 -3.783 -5.562 -7.230 -8.172 
13.96552 12.433 11.299 5.818 6.083 0.880 -4.749 -4.506 -7.147 -8.172 
14.48276 13.588 12.935 7.235 7.549 2.240 -4.749 -4.400 -7.230 -8.155 
15.00000 13.588 12.935 7.235 7.549 2.240 -0.409 -3.301 -6.838 -7.360 
