# t[days] Lbol[erg/s]
0.51724 2.59427e+41
1.03448 6.88566e+41
1.55172 9.24743e+41
2.06897 9.24743e+41
2.58621 6.12917e+41
3.10345 4.16936e+41
3.62069 2.70595e+41
4.13793 1.42478e+41
4.65517 7.36212e+40
5.17241 4.44915e+40
5.68966 3.02841e+40
6.20690 2.25438e+40
6.72414 1.85704e+40
7.24138 1.57793e+40
7.75862 1.34855e+40
8.27586 1.14787e+40
8.79310 1.02191e+40
9.31034 8.77840e+39
9.82759 7.62524e+39
10.34483 6.62357e+39
10.86207 5.75348e+39
11.37931 4.99768e+39
11.89655 4.34117e+39
12.41379 3.77090e+39
12.93103 3.27554e+39
13.44828 2.84526e+39
13.96552 2.47150e+39
14.48276 2.14683e+39
15.00000 1.86482e+39
