# t[days] Lbol[erg/s]
0.51724 2.04742e+41
1.03448 2.04742e+41
1.55172 1.75250e+41
2.06897 1.31324e+41
2.58621 1.05785e+41
3.10345 8.40892e+40
3.62069 6.76414e+40
4.13793 5.54076e+40
4.65517 4.50703e+40
5.17241 3.84220e+40
5.68966 3.14430e+40
6.20690 2.66270e+40
6.72414 2.25533e+40
7.24138 1.93178e+40
7.75862 1.69877e+40
8.27586 1.45529e+40
8.79310 1.23179e+40
9.31034 1.09198e+40
9.82759 9.48831e+39
10.34483 8.24446e+39
10.86207 7.16366e+39
11.37931 6.22455e+39
11.89655 5.40855e+39
12.41379 4.69953e+39
12.93103 4.08345e+39
13.44828 3.54814e+39
13.96552 3.08300e+39
14.48276 2.67884e+39
15.00000 2.32766e+39
